Ticket_Number,Product_Code,Brand,CAT,BU,SKU_Name,Mapping_Status
601743-20260314-120254,60350451,Not Available,Not Available,Not Available,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Not Available
601743-20260314-120254,13679901,IN CUL : Noodles,CULINARY,F&B,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Exact Product Code Match
601743-20260314-120254,60340452,Not Available,Not Available,Not Available,NESCAFE Ice Roast 24x90g IN; MAG Cuppa Spicy Manchu Ndls 48x70.5g IN; MAGGI 2-MINN Masala 96x75g IN,Not Available
601743-20260302-121712,12595301,IN CUL : Sauces,CULINARY,F&B,MAGGI Sauce NONG 24x485g N1 IN,Exact Product Code Match
601743-20260302-121712,60060455,Not Available,Not Available,Not Available,MAGGI Sauce NONG 24x485g N1 IN,Not Available
601743-20260302-122059,12559238,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,MAGGI 2-MIN Spicy Garlic 24x248g IN; NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN,Exact Product Code Match
601743-20260302-122059,52602814,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN; NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN,Not Available
601743-20260302-122059,13700494,IN C&B : Nescafe Sunrise Small Packs,BEVERAGES,F&B,MAGGI 2-MIN Spicy Garlic 24x248g IN; NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN,Exact Product Code Match
601743-20260302-122059,60400452,Not Available,Not Available,Not Available,MAGGI 2-MIN Spicy Garlic 24x248g IN; NESC SUNRISE Sac 30(156x1.3g)UP APNR3 IN,Not Available
601743-20260302-122300,13463319,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,NESCAFE Sunrise Dawn Jar 15x190g TN IN,Exact Product Code Match
601743-20260302-122300,53640452,Not Available,Not Available,Not Available,NESCAFE Sunrise Dawn Jar 15x190g TN IN,Not Available
601743-20260302-122441,12630049,IN CUL : Noodles Cup,CULINARY,F&B,MAG Cuppa Spicy Manchu Ndls 48x70.5g IN,Exact Product Code Match
601743-20260302-122441,52200451,Not Available,Not Available,Not Available,MAG Cuppa Spicy Manchu Ndls 48x70.5g IN,Not Available
601738-20260609-132746,12571560,IN CUL : Noodles Chicken,CULINARY,F&B,,Exact Product Code Match
601738-20260525-150914,14503951,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601738-20260428-122807,12614453,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
601738-20260428-123350,14176172,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
601738-20260428-123350,12567336,IN SSD : MILO RTD,DAIRY,F&B,,Exact Product Code Match
601738-20260424-130545,12595301,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601738-20260424-130545,12601761,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601738-20260421-164659,12726758,IN CUL : Masala-ae-Magic,CULINARY,F&B,,Exact Product Code Match
601738-20260416-154130,13678304,IN CUL : MAGGI NDLS-SpecialMasala,CULINARY,F&B,,Exact Product Code Match
601738-20260416-154426,12569960,IN CUL : MAGGI NDLS - KOREAN,CULINARY,F&B,,Exact Product Code Match
601738-20260416-154635,12614824,IN SSD : EveryDay DW,DAIRY,F&B,,Exact Product Code Match
601738-20260410-142912,12426635,IN SSD : EveryDay DW - FS,NP,NP,,Exact Product Code Match
601738-20260404-133316,12426635,IN SSD : EveryDay DW - FS,NP,NP,,Exact Product Code Match
601738-20260306-140037,12296327,IN SSD : UHT Milk - Slim,DAIRY,F&B,,Exact Product Code Match
601738-20260218-185719,12606106,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601738-20260212-194509,12606197,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601738-20260212-194509,13680087,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
601738-20260122-153131,12606782,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601738-20260119-165259,12606782,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601738-20260109-112903,12621020,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601738-20260109-112903,12630273,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601738-20260107-155833,13776790,IN C&C : Milkybar Choo,CHOCOLATE,F&B,,Exact Product Code Match
601738-20260107-155833,13942550,IN C&C : Milkybar,CHOCOLATE,F&B,,Exact Product Code Match
601738-20260107-160355,12589871,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,,Exact Product Code Match
7319067-20260108-143332,13680087,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas 24x300g PR Rs 2 Off IN,Exact Product Code Match
2583184-20260209-113542,12608640,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Mas Single 320x32g N12,Exact Product Code Match
2583184-20260120-123124,13680087,IN CUL : Noodles,CULINARY,F&B,Maggi 300g,Exact Product Code Match
601760-20260312-215148,,Not Available,Not Available,Not Available,,Not Available
601760-20260122-183915,,Not Available,Not Available,Not Available,,Not Available
601761-20260122-172851,,Not Available,Not Available,Not Available,,Not Available
601764-20260623-122959,12426635,IN SSD : EveryDay DW - FS,NP,NP,EVERYDAY DAIRY CREAMER24*450g IN,Exact Product Code Match
6866880-20260213-140239,12612451,IN C&C : Kitkat,CHOCOLATE,F&B,,Exact Product Code Match
6866880-20260213-140239,12617902,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
6866880-20260213-140239,12614453,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
6866880-20260213-140239,13632235,IN NSB : Lactogen 2,INFANT NUTRITION,NN,,Exact Product Code Match
6866880-20260213-140239,14118476,IN CPW : Munch Cereals,BREAKFAST CEREAL,NBC,,Exact Product Code Match
6866880-20260213-140239,12625864,IN NSB : Nestum 1,INFANT NUTRITION,NN,,Exact Product Code Match
6866880-20260213-140239,13767984,IN C&C : Polo,CONFECTIONARY,F&B,,Exact Product Code Match
601771-20260605-181716,,Not Available,Not Available,Not Available,,Not Available
1931284-20260410-105645,60392814,Not Available,Not Available,Not Available,,Not Available
601773-20260604-165703,,Not Available,Not Available,Not Available,,Not Available
601773-20260418-164238,12595302,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601773-20260418-164238,12610096,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
601773-20260418-164238,12610097,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
601773-20260418-164238,12599497,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601773-20260418-164238,12601765,Not Available,Not Available,Not Available,,Not Available
601773-20260418-164238,12603852,IN CUL : Sauces,CULINARY,F&B,,Exact Product Code Match
601773-20260418-164238,12622649,IN SSD : Ghee,DAIRY,F&B,,Exact Product Code Match
601773-20260418-164737,12584920,IN SSD : Milkmaid SCM,DAIRY,F&B,,Exact Product Code Match
601773-20260403-151600,,Not Available,Not Available,Not Available,,Not Available
601773-20260216-140206,12499422,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,,Exact Product Code Match
601773-20260117-175202,12609881,IN NSB : Cerelac 4,INFANT NUTRITION,NN,,Exact Product Code Match
601780-20260627-104844,,Not Available,Not Available,Not Available,"NESCAFE CLASSIC Dawn Jar 24x90g,",Not Available
601780-20260624-150708,,Not Available,Not Available,Not Available,"SHOT 2CS; NESCAFE CLASSIC Dawn Jar 24x90g ,MRP: 445/- INVOICED 2CS, SHOT 2CS SKU: MAGGI PAZZTA Cheese 48x150g,; MAGGI 2-MINN Spicy Cheesy 96x76g ,",Not Available
601780-20260624-151811,,Not Available,Not Available,Not Available,"DATE-24-06-26; CERL STG3 Whe Rice Mix Frt 24x300g,MRP-290/- INVOICED 1CS WITH; NESCAFE Choco Latte Cnd 30x200ml,; NESCAFE Classic Latte Cnd 30X200ml,MRP-75/- INVOICED 1CS WITH",Not Available
601780-20260622-154713,,Not Available,Not Available,Not Available,"MAGGI HOT & SWEET 12x1Kg,",Not Available
601780-20260618-132229,,Not Available,Not Available,Not Available,"DATE-18-06-26; MAGGI 2-MIN Spec Mas 96x75g,",Not Available
601780-20260618-132532,,Not Available,Not Available,Not Available,"DATE-18-06-26; MAGGI 2-MINN Mas 24x300g,",Not Available
601780-20260616-123326,,Not Available,Not Available,Not Available,"SHOT 1EA; MILKMAID Doy Pack 64x190g,; MAGGI Sauce NONG 24x190g,; MAGGI Tom Ket 24x480g.; MAGGI HOT & SWEET 24x200g,",Not Available
601780-20260612-151035,,Not Available,Not Available,Not Available,NESCAFE Black Roast 24x90g PR 50Off IN,Not Available
601780-20260610-134018,,Not Available,Not Available,Not Available,"Date- 10-06-26; MAGGI PAZZTA Cheese 48x150g,Mrp-68/- Invoiced 5 CS, Shot 5 CS",Not Available
601780-20260606-140607,,Not Available,Not Available,Not Available,"DATE-06-06-26; MAGGI PAZZTA Cheese 48x150g,; MAGGI Masala-ae-Magic Sbg 60x72g,; MAGGI PAZZTA Cheese 96x75g,MRP-35/- INVOICED 14CS,; MAGGI 2-MIN Spec Mas 96x75g,",Not Available
601780-20260606-172517,,Not Available,Not Available,Not Available,"MAGGI PAZZTA Cheese 48x150g,",Not Available
601780-20260602-110053,,Not Available,Not Available,Not Available,"SHOT 1CS; NESC SR Stabilo 36x190g AP Rs200,; MAGGI PAZZTA Masala 96x69.5g,",Not Available
601780-20260530-111534,,Not Available,Not Available,Not Available,"NESCAFE SUNRISE Stabilo 80x90g,MRP 300/- INVOICED 4CS, SHOT 4CS",Not Available
601780-20260528-103807,,Not Available,Not Available,Not Available,"SHOT 1CS; MAGGI PAZZTA Cheese 96x75g ,; NESTLE a+ Milk 12x1L,",Not Available
601780-20260526-183234,,Not Available,Not Available,Not Available,"KIT KAT Tablet Caramel 12(12x50g),MRP 90/- INVOICED 10 CS,",Not Available
601780-20260523-121755,,Not Available,Not Available,Not Available,"SHOT 2CS; NESCAFE SUNRISE Stabilo 80x90g,MRP-300/- INVOICED 2 CS, SHOT 2CS SKU: MAGGI 2-MIN Spec Mas 24x300g,MRP 100/- INVOICED 14CS,",Not Available
601780-20260523-122522,,Not Available,Not Available,Not Available,"MUNCH Twin Bar 24(24x19.8g),",Not Available
601780-20260523-123620,,Not Available,Not Available,Not Available,"MAGGI 2-MINN Masala 12x560g,MRP 120/- INVOICED 270 CS,",Not Available
601780-20260520-120449,,Not Available,Not Available,Not Available,"MAGGI PAZZTA Cheese 96x75g,",Not Available
601780-20260518-113748,,Not Available,Not Available,Not Available,"SHOT 3CS; NESCAFE SUNRISE Stabilo 80x90g,; NESTEA Iced Tea Lemon 30x400g,; NESCAFE Choco Latte Cnd,; MAGGI 2-MIN Spicy Garlic 24x248g,",Not Available
601780-20260513-110506,,Not Available,Not Available,Not Available,NESCAFE Classic Latte Cnd 30X200ml,Not Available
601780-20260506-103840,,Not Available,Not Available,Not Available,,Not Available
601780-20260504-123041,,Not Available,Not Available,Not Available,,Not Available
601780-20260504-124649,,Not Available,Not Available,Not Available,,Not Available
601780-20260501-162035,,Not Available,Not Available,Not Available,,Not Available
601780-20260429-112419,,Not Available,Not Available,Not Available,"MUNCH Maha 27(32x10.4g),",Not Available
601780-20260428-121510,,Not Available,Not Available,Not Available,"SHOT 1CS; MAGGI PAZZTA Masala 48x139g,; MAGGI Ntr-lcs Oats Millets 24x298g,; NESTLE SLIM Skmd Milk TBrik 12x1L,",Not Available
601780-20260425-145140,,Not Available,Not Available,Not Available,"NESTLE SLIM Skmd Milk TBrik 12x1L,",Not Available
601780-20260425-145804,,Not Available,Not Available,Not Available,"SHOT 1CS; NESCAFE Clas Black Roast Jar 24x90g,; NESTLE SLIM Skmd Milk TBrik 12x1L,; MAGGI Ntr-lcs Atta 24x290g,MRP 108/- INVOICED 36CS,",Not Available
601780-20260425-150244,,Not Available,Not Available,Not Available,"LACTOGEN PRO 2 BIB 24x200g,",Not Available
601780-20260420-124746,,Not Available,Not Available,Not Available,"MAGGI 2-MINN Masala 96x95g, MRP20/- INVOICED 6CS,",Not Available
601780-20260418-105330,,Not Available,Not Available,Not Available,"MAGGI HOT & SWEET 12x1Kg,",Not Available
601780-20260414-173127,,Not Available,Not Available,Not Available,,Not Available
601780-20260408-115551,,Not Available,Not Available,Not Available,,Not Available
601780-20260407-143815,,Not Available,Not Available,Not Available,,Not Available
601780-20260402-134258,,Not Available,Not Available,Not Available,,Not Available
601780-20260323-103802,,Not Available,Not Available,Not Available,,Not Available
601780-20260320-115339,,Not Available,Not Available,Not Available,,Not Available
601780-20260317-121553,,Not Available,Not Available,Not Available,,Not Available
601780-20260311-114928,,Not Available,Not Available,Not Available,,Not Available
601780-20260307-164246,,Not Available,Not Available,Not Available,,Not Available
601780-20260306-123534,,Not Available,Not Available,Not Available,,Not Available
601780-20260305-133514,,Not Available,Not Available,Not Available,,Not Available
601780-20260305-133903,,Not Available,Not Available,Not Available,,Not Available
601780-20260305-134514,,Not Available,Not Available,Not Available,,Not Available
601780-20260305-134716,,Not Available,Not Available,Not Available,,Not Available
601780-20260305-135021,,Not Available,Not Available,Not Available,,Not Available
601780-20260221-113437,,Not Available,Not Available,Not Available,"KIT KAT 2x3F 18(14x(2x28.5g))N1,",Not Available
601780-20260214-150829,,Not Available,Not Available,Not Available,"Nestle Everyday DW 32x400g,",Not Available
601780-20260214-164305,,Not Available,Not Available,Not Available,,Not Available
601780-20260119-135330,,Not Available,Not Available,Not Available,,Not Available
601780-20260119-135421,,Not Available,Not Available,Not Available,,Not Available
601780-20260110-112639,,Not Available,Not Available,Not Available,,Not Available
601780-20260101-165408,,Not Available,Not Available,Not Available,,Not Available
7209153-20260429-140126,,Not Available,Not Available,Not Available,,Not Available
7209153-20260429-140340,,Not Available,Not Available,Not Available,,Not Available
7209153-20260123-144603,,Not Available,Not Available,Not Available,,Not Available
601785-20260627-125319,12596608,IN C&C : Nestle Milk Chocolate,CHOCOLATE,F&B,NESTLE Classic Fruit N Nut 12(12x65g) IN,Exact Product Code Match
601785-20260623-170917,13722293,IN CPW : Munch Choco Fills,BREAKFAST CEREAL,NBC,MUNCH Cereal Choco Fills 216x17g IN,Exact Product Code Match
601785-20260608-114816,,Not Available,Not Available,Not Available,MAGGI 2-MINN Curry Masala 96x74g IN,Not Available
601785-20260601-104312,14507419,IN SSD : EveryDay DW,DAIRY,F&B,one,Exact Product Code Match
601785-20260522-161721,12581886,IN CUL : Coconut Milk Powder - FS,NP,NP,MAGGI Coconut Milk Powder 12x1kg N2 IN,Exact Product Code Match
601785-20260518-120259,12567336,IN SSD : MILO RTD,DAIRY,F&B,,Exact Product Code Match
601785-20260516-162918,12616861,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 3F Duo 18(28x28.5g) IN,Exact Product Code Match
601785-20260506-153523,14503923,IN CUL : Noodles Value Added,CULINARY,F&B,,Exact Product Code Match
601785-20260413-121807,12458982,IN C&B : Nescafe Gold - Retail,BEVERAGES,F&B,,Exact Product Code Match
601785-20260413-121807,12607462,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,,Exact Product Code Match
601785-20260413-121807,12608496,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
601785-20260403-121046,14378859,IN SSD : EveryDay DW,DAIRY,F&B,2 EA SHORT WHEN ONE,Exact Product Code Match
601785-20260321-124320,12602687,IN C&B : Nescafe Sunrise Large Packs,BEVERAGES,F&B,NESCAFE SUNRISE DAWN Jar 24x90g TN NR IN,Exact Product Code Match
601785-20260321-125031,12606106,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE CLASSIC Dawn Jar 24x90g NR IN,Exact Product Code Match
601785-20260321-130231,12615615,IN NSB : NANGROW,INFANT NUTRITION,NN,NANGROW 24x400g JEFB001-2 N1 IN,Exact Product Code Match
601785-20260321-130801,12608496,IN CUL : Noodles,CULINARY,F&B,MAGGI 2-MINN Masala 48x150g N1 IN,Exact Product Code Match
601785-20260321-132823,14378778,IN C&C : Munch,CHOCOLATE,F&B,MUNCH Twin Bar 24(24x19.8g) NR IN,Exact Product Code Match
601785-20260321-133638,12567336,IN SSD : MILO RTD,DAIRY,F&B,NESTLE MILO RTD Millets 30x180ml IN,Exact Product Code Match
601785-20260305-171610,12516484,IN SSD : Nescafe RTD Cold Coffee,DAIRY,F&B,NESC RTD Latte30x180ml NRPaperStrw N1 IN,Exact Product Code Match
601785-20260305-174945,12603852,IN CUL : Sauces,CULINARY,F&B,MAGGI Tom Ket 24x480g N1 IN,Exact Product Code Match
601785-20260117-110951,12606755,IN C&B : Nescafe Classic Large Packs,BEVERAGES,F&B,NESCAFE CLASSIC Dawn Jar 12x180g NR IN,Exact Product Code Match
6261280-20260617-190355,,Not Available,Not Available,Not Available,,Not Available
6261280-20260123-104455,,Not Available,Not Available,Not Available,,Not Available
4776511-20260105-163942,,Not Available,Not Available,Not Available,,Not Available
4776511-20260105-171027,,Not Available,Not Available,Not Available,,Not Available
6171788-20260417-152042,12602984,IN CUL : MAGGI - IMP,SI,SI,MAGGI Chicken LS Bouillon 24(24x18g) N2,Exact Product Code Match
6171788-20260330-130748,12619735,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 4 Finger Anime 18(21x38.5g) IN; KIT KAT 8x1F Family Pack 120x59.2g IN,Exact Product Code Match
6171788-20260330-130748,12605821,IN C&C : Kitkat,CHOCOLATE,F&B,KIT KAT 4 Finger Anime 18(21x38.5g) IN; KIT KAT 8x1F Family Pack 120x59.2g IN,Exact Product Code Match
5727250-20260309-182318,12612203,IN C&C : Munch Maxx,CHOCOLATE,F&B,Munch Butterscotch 18(20*37.5g) in,Exact Product Code Match
5727250-20260309-183005,12426635,IN SSD : EveryDay DW - FS,NP,NP,Everyday Dairy Creamer 24*450g in,Exact Product Code Match
5727250-20260128-175322,12685777,IN C&B : NESCAFE Vend Coffee - FS,NP,NP,Nescafe classic vend 12*500g N2IN,Exact Product Code Match
6022573-20260511-191901,12608496,IN CUL : Noodles,CULINARY,F&B,,Exact Product Code Match
6022573-20260422-104205,12559252,IN CUL : MAGGI NDLS - FLAVOURS,CULINARY,F&B,,Exact Product Code Match
6022573-20260422-104623,12622716,IN C&C : Kitkat Tablets,CHOCOLATE,F&B,,Exact Product Code Match
